geo_id,heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,heat_share_of_apartments_with_block_heating
BU04820403,17.7,17.7,17.7,17.7,17.7,10.3,10.3,10.3,10.3,10.3,0.15
BU04820404,3.9,3.9,3.9,3.9,3.9,4.6,4.6,4.6,4.6,4.6,0.15
BU04820501,10.8,10.8,10.8,10.8,10.8,14,14,14,14,14,0.15
BU04820502,15.7,15.7,15.7,15.7,15.7,17.6,17.6,17.6,17.6,17.6,0.15
BU04820503,21.7,21.7,21.7,21.7,21.7,13.5,13.5,13.5,13.5,13.5,0.15
BU04820601,9.6,9.6,9.6,9.6,9.6,24.7,24.7,24.7,24.7,24.7,0.15
BU04820602,33.9,33.9,33.9,33.9,33.9,23.2,23.2,23.2,23.2,23.2,0.15
BU04820603,14.8,14.8,14.8,14.8,14.8,17.1,17.1,17.1,17.1,17.1,0.15
BU04820604,33,33,33,33,33,22.6,22.6,22.6,22.6,22.6,0.15
BU04843102,11.2,11.2,11.2,11.2,11.2,10.5,10.5,10.5,10.5,10.5,0.15
BU04843104,21.2,21.2,21.2,21.2,21.2,16,16,16,16,16,0.15
BU04847008,10.1,10.1,10.1,10.1,10.1,5.4,5.4,5.4,5.4,5.4,0.15
BU04847014,19.9,19.9,19.9,19.9,19.9,18.9,18.9,18.9,18.9,18.9,0.15
BU04847015,38,38,38,38,38,22.7,22.7,22.7,22.7,22.7,0.15
BU04847101,10.5,10.5,10.5,10.5,10.5,10.1,10.1,10.1,10.1,10.1,0.15
BU04890101,9.7,9.7,9.7,9.7,9.7,7.3,7.3,7.3,7.3,7.3,0.15
BU04890102,12.6,12.6,12.6,12.6,12.6,8.1,8.1,8.1,8.1,8.1,0.15
BU04890103,7.5,7.5,7.5,7.5,7.5,4.8,4.8,4.8,4.8,4.8,0.15
BU04890204,9.7,9.7,9.7,9.7,9.7,7.8,7.8,7.8,7.8,7.8,0.15
BU04890205,8.6,8.6,8.6,8.6,8.6,8.3,8.3,8.3,8.3,8.3,0.15
BU04890206,6.6,6.6,6.6,6.6,6.6,3.3,3.3,3.3,3.3,3.3,0.15
BU04890207,8,8,8,8,8,11.6,11.6,11.6,11.6,11.6,0.15
BU04890308,4.9,4.9,4.9,4.9,4.9,6.6,6.6,6.6,6.6,6.6,0.15
BU04890409,9.1,9.1,9.1,9.1,9.1,10,10,10,10,10,0.15
BU04890410,11.6,11.6,11.6,11.6,11.6,10,10,10,10,10,0.15
BU04890511,8.9,8.9,8.9,8.9,8.9,5.3,5.3,5.3,5.3,5.3,0.15
BU04890512,9.9,9.9,9.9,9.9,9.9,8.7,8.7,8.7,8.7,8.7,0.15
BU04890513,6.6,6.6,6.6,6.6,6.6,6.7,6.7,6.7,6.7,6.7,0.15
BU04890614,7.6,7.6,7.6,7.6,7.6,9,9,9,9,9,0.15
BU04890715,10.5,10.5,10.5,10.5,10.5,8.2,8.2,8.2,8.2,8.2,0.15
BU04890816,7.2,7.2,7.2,7.2,7.2,8.3,8.3,8.3,8.3,8.3,0.15
BU04890817,8,8,8,8,8,8.6,8.6,8.6,8.6,8.6,0.15
BU04890918,7.1,7.1,7.1,7.1,7.1,8,8,8,8,8,0.15
BU04890919,7.5,7.5,7.5,7.5,7.5,8.5,8.5,8.5,8.5,8.5,0.15
BU04890920,8.3,8.3,8.3,8.3,8.3,7.9,7.9,7.9,7.9,7.9,0.15
BU04890921,6,6,6,6,6,8.2,8.2,8.2,8.2,8.2,0.15
BU04890922,6.7,6.7,6.7,6.7,6.7,9.3,9.3,9.3,9.3,9.3,0.15
BU04891023,12.8,12.8,12.8,12.8,12.8,10.1,10.1,10.1,10.1,10.1,0.15
BU04891124,7.9,7.9,7.9,7.9,7.9,6.9,6.9,6.9,6.9,6.9,0.15
BU04891225,11.7,11.7,11.7,11.7,11.7,9,9,9,9,9,0.15
BU04891226,7.5,7.5,7.5,7.5,7.5,8.7,8.7,8.7,8.7,8.7,0.15
BU04891227,13.1,13.1,13.1,13.1,13.1,11.7,11.7,11.7,11.7,11.7,0.15
BU04891328,19.8,19.8,19.8,19.8,19.8,12.6,12.6,12.6,12.6,12.6,0.15
BU04891429,6.5,6.5,6.5,6.5,6.5,6.9,6.9,6.9,6.9,6.9,0.15
BU04891430,6.3,6.3,6.3,6.3,6.3,7.4,7.4,7.4,7.4,7.4,0.15
BU04891431,5.6,5.6,5.6,5.6,5.6,6.6,6.6,6.6,6.6,6.6,0.15
BU04891432,5.5,5.5,5.5,5.5,5.5,5.9,5.9,5.9,5.9,5.9,0.15
BU04891533,5.7,5.7,5.7,5.7,5.7,6.4,6.4,6.4,6.4,6.4,0.15
BU04891634,4.6,4.6,4.6,4.6,4.6,4.1,4.1,4.1,4.1,4.1,0.15
BU04891735,5,5,5,5,5,10.6,10.6,10.6,10.6,10.6,0.15
BU04891836,7.5,7.5,7.5,7.5,7.5,9.5,9.5,9.5,9.5,9.5,0.15
BU04891937,12.6,12.6,12.6,12.6,12.6,7.9,7.9,7.9,7.9,7.9,0.15
BU04892039,5.8,5.8,5.8,5.8,5.8,7.5,7.5,7.5,7.5,7.5,0.15
BU04893050,22.8,22.8,22.8,22.8,22.8,22.9,22.9,22.9,22.9,22.9,0.15
BU04893051,8.3,8.3,8.3,8.3,8.3,9.9,9.9,9.9,9.9,9.9,0.15
BU04893052,85,85,85,85,85,10,10,10,10,10,0.15
BU04893053,10.9,10.9,10.9,10.9,10.9,8.8,8.8,8.8,8.8,8.8,0.15
BU04893054,17.7,17.7,17.7,17.7,17.7,8.8,8.8,8.8,8.8,8.8,0.15
BU04893160,38.2,38.2,38.2,38.2,38.2,23.8,23.8,23.8,23.8,23.8,0.15
BU04893161,23.5,23.5,23.5,23.5,23.5,16.9,16.9,16.9,16.9,16.9,0.15
BU04893162,23.3,23.3,23.3,23.3,23.3,21.6,21.6,21.6,21.6,21.6,0.15
BU04893163,18.4,18.4,18.4,18.4,18.4,13.9,13.9,13.9,13.9,13.9,0.15
BU04893164,10.2,10.2,10.2,10.2,10.2,7.8,7.8,7.8,7.8,7.8,0.15
BU04895070,12.9,12.9,12.9,12.9,12.9,11.6,11.6,11.6,11.6,11.6,0.15
BU04895071,11.6,11.6,11.6,11.6,11.6,9.7,9.7,9.7,9.7,9.7,0.15
BU04895072,14.9,14.9,14.9,14.9,14.9,8.6,8.6,8.6,8.6,8.6,0.15
BU04895073,0,0,0,0,0,6.5,6.5,6.5,6.5,6.5,0.15
BU04895074,55,55,55,55,55,11.2,11.2,11.2,11.2,11.2,0.15
BU04895075,14.6,14.6,14.6,14.6,14.6,15.5,15.5,15.5,15.5,15.5,0.15
BU04895076,17.8,17.8,17.8,17.8,17.8,11.8,11.8,11.8,11.8,11.8,0.15
BU04895077,8.9,8.9,8.9,8.9,8.9,17.1,17.1,17.1,17.1,17.1,0.15
BU04895078,39,39,39,39,39,11.7,11.7,11.7,11.7,11.7,0.15
BU04895080,52.5,52.5,52.5,52.5,52.5,5.9,5.9,5.9,5.9,5.9,0.15
BU04895081,12.8,12.8,12.8,12.8,12.8,6.3,6.3,6.3,6.3,6.3,0.15
BU04895082,12.8,12.8,12.8,12.8,12.8,7.1,7.1,7.1,7.1,7.1,0.15
BU04895083,24,24,24,24,24,12.5,12.5,12.5,12.5,12.5,0.15
BU04895084,9,9,9,9,9,16,16,16,16,16,0.15
BU05010000,6.7,6.7,6.7,6.7,6.7,4.8,4.8,4.8,4.8,4.8,0.15
BU05010001,7,7,7,7,7,5,5,5,5,5,0.15
BU05010002,7.6,7.6,7.6,7.6,7.6,10,10,10,10,10,0.15
BU05010003,8.4,8.4,8.4,8.4,8.4,8.8,8.8,8.8,8.8,8.8,0.15
BU05010004,10.1,10.1,10.1,10.1,10.1,7.3,7.3,7.3,7.3,7.3,0.15
BU05010005,7.2,7.2,7.2,7.2,7.2,6.2,6.2,6.2,6.2,6.2,0.15
BU05010006,8.1,8.1,8.1,8.1,8.1,7.6,7.6,7.6,7.6,7.6,0.15
BU05010009,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,0.15
BU05010100,11.7,11.7,11.7,11.7,11.7,11.4,11.4,11.4,11.4,11.4,0.15
BU05010109,32.2,32.2,32.2,32.2,32.2,22.7,22.7,22.7,22.7,22.7,0.15
BU05010200,8.5,8.5,8.5,8.5,8.5,7.2,7.2,7.2,7.2,7.2,0.15
BU05010201,11.2,11.2,11.2,11.2,11.2,10.4,10.4,10.4,10.4,10.4,0.15
BU05010202,18.6,18.6,18.6,18.6,18.6,11.3,11.3,11.3,11.3,11.3,0.15
BU05010209,41.8,41.8,41.8,41.8,41.8,23.5,23.5,23.5,23.5,23.5,0.15
BU05010300,22.5,22.5,22.5,22.5,22.5,14.1,14.1,14.1,14.1,14.1,0.15
BU05020110,0,0,0,0,0,37.2,37.2,37.2,37.2,37.2,0.15
BU05020111,7.3,7.3,7.3,7.3,7.3,12,12,12,12,12,0.15
BU05020112,34,34,34,34,34,11.2,11.2,11.2,11.2,11.2,0.15
BU05020113,7,7,7,7,7,7.7,7.7,7.7,7.7,7.7,0.15
BU05020114,16.2,16.2,16.2,16.2,16.2,11.9,11.9,11.9,11.9,11.9,0.15
BU05020115,7.1,7.1,7.1,7.1,7.1,6.6,6.6,6.6,6.6,6.6,0.15
BU05020116,5.1,5.1,5.1,5.1,5.1,9.9,9.9,9.9,9.9,9.9,0.15
BU05020117,5.7,5.7,5.7,5.7,5.7,8.4,8.4,8.4,8.4,8.4,0.15
BU05020118,5.8,5.8,5.8,5.8,5.8,7.4,7.4,7.4,7.4,7.4,0.15
BU05020119,5.9,5.9,5.9,5.9,5.9,6.4,6.4,6.4,6.4,6.4,0.15
BU05020223,1.4,1.4,1.4,1.4,1.4,0.2,0.2,0.2,0.2,0.2,0.15
BU05020224,5.7,5.7,5.7,5.7,5.7,4.1,4.1,4.1,4.1,4.1,0.15
BU05020225,7.5,7.5,7.5,7.5,7.5,7.4,7.4,7.4,7.4,7.4,0.15
BU05020226,6,6,6,6,6,6.7,6.7,6.7,6.7,6.7,0.15
BU05020227,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.15
BU05020228,4.6,4.6,4.6,4.6,4.6,3.7,3.7,3.7,3.7,3.7,0.15
BU05020229,5.2,5.2,5.2,5.2,5.2,3.4,3.4,3.4,3.4,3.4,0.15
BU05020332,4.1,4.1,4.1,4.1,4.1,2.8,2.8,2.8,2.8,2.8,0.15
BU05020333,2.2,2.2,2.2,2.2,2.2,0.2,0.2,0.2,0.2,0.2,0.15
BU05020334,3.8,3.8,3.8,3.8,3.8,4.3,4.3,4.3,4.3,4.3,0.15
BU05020335,1.2,1.2,1.2,1.2,1.2,0.1,0.1,0.1,0.1,0.1,0.15
BU05020336,7.4,7.4,7.4,7.4,7.4,7,7,7,7,7,0.15
BU05020337,10,10,10,10,10,5,5,5,5,5,0.15
BU05020338,5,5,5,5,5,6.2,6.2,6.2,6.2,6.2,0.15
BU05020441,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.15
BU05020442,3.2,3.2,3.2,3.2,3.2,1.4,1.4,1.4,1.4,1.4,0.15
BU05020443,6.7,6.7,6.7,6.7,6.7,6,6,6,6,6,0.15
BU05020444,13.5,13.5,13.5,13.5,13.5,8.6,8.6,8.6,8.6,8.6,0.15
BU05020445,10.9,10.9,10.9,10.9,10.9,9.1,9.1,9.1,9.1,9.1,0.15
BU05020446,6.8,6.8,6.8,6.8,6.8,6.4,6.4,6.4,6.4,6.4,0.15
BU05020447,22.6,22.6,22.6,22.6,22.6,6.1,6.1,6.1,6.1,6.1,0.15
BU05020448,5.2,5.2,5.2,5.2,5.2,4.9,4.9,4.9,4.9,4.9,0.15
BU05020449,7.7,7.7,7.7,7.7,7.7,10,10,10,10,10,0.15
BU05020551,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.15
BU05020552,0.4,0.4,0.4,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.15
BU05020553,1.4,1.4,1.4,1.4,1.4,0.1,0.1,0.1,0.1,0.1,0.15
BU05020554,7.3,7.3,7.3,7.3,7.3,8.4,8.4,8.4,8.4,8.4,0.15
BU05020555,5.3,5.3,5.3,5.3,5.3,8.9,8.9,8.9,8.9,8.9,0.15
BU05020556,2.3,2.3,2.3,2.3,2.3,1,1,1,1,1,0.15
BU05020557,7.4,7.4,7.4,7.4,7.4,9.1,9.1,9.1,9.1,9.1,0.15
BU05020621,12.3,12.3,12.3,12.3,12.3,19.4,19.4,19.4,19.4,19.4,0.15
BU05020622,16.6,16.6,16.6,16.6,16.6,20.9,20.9,20.9,20.9,20.9,0.15
BU05020631,15.8,15.8,15.8,15.8,15.8,15.6,15.6,15.6,15.6,15.6,0.15
BU05020658,50,50,50,50,50,25.3,25.3,25.3,25.3,25.3,0.15
BU05020659,34.3,34.3,34.3,34.3,34.3,24.6,24.6,24.6,24.6,24.6,0.15
BU05020661,7.9,7.9,7.9,7.9,7.9,7.6,7.6,7.6,7.6,7.6,0.15
BU05020662,3,3,3,3,3,0.9,0.9,0.9,0.9,0.9,0.15
BU05020663,5.8,5.8,5.8,5.8,5.8,6.4,6.4,6.4,6.4,6.4,0.15
BU05020664,6.9,6.9,6.9,6.9,6.9,6.6,6.6,6.6,6.6,6.6,0.15
BU05020665,2.8,2.8,2.8,2.8,2.8,2.6,2.6,2.6,2.6,2.6,0.15
BU05020666,35.4,35.4,35.4,35.4,35.4,26.3,26.3,26.3,26.3,26.3,0.15
BU05020770,6.4,6.4,6.4,6.4,6.4,8.2,8.2,8.2,8.2,8.2,0.15
BU05020771,5.8,5.8,5.8,5.8,5.8,7.4,7.4,7.4,7.4,7.4,0.15
BU05020772,4.7,4.7,4.7,4.7,4.7,3.4,3.4,3.4,3.4,3.4,0.15
BU05020773,5.8,5.8,5.8,5.8,5.8,7.4,7.4,7.4,7.4,7.4,0.15
BU05020774,14.3,14.3,14.3,14.3,14.3,13.1,13.1,13.1,13.1,13.1,0.15
BU05020775,3.7,3.7,3.7,3.7,3.7,3.3,3.3,3.3,3.3,3.3,0.15
BU05020776,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.7,0.15
BU05020777,4.2,4.2,4.2,4.2,4.2,4.5,4.5,4.5,4.5,4.5,0.15
BU05020778,3.4,3.4,3.4,3.4,3.4,3.8,3.8,3.8,3.8,3.8,0.15
BU05020779,4.3,4.3,4.3,4.3,4.3,5.6,5.6,5.6,5.6,5.6,0.15
BU05020880,11,11,11,11,11,16.1,16.1,16.1,16.1,16.1,0.15
BU05020881,13,13,13,13,13,0.3,0.3,0.3,0.3,0.3,0.15
BU05020882,6.2,6.2,6.2,6.2,6.2,12.1,12.1,12.1,12.1,12.1,0.15
BU05020883,19,19,19,19,19,11.2,11.2,11.2,11.2,11.2,0.15
BU05020884,8.7,8.7,8.7,8.7,8.7,15.9,15.9,15.9,15.9,15.9,0.15
BU05020885,10.2,10.2,10.2,10.2,10.2,11.2,11.2,11.2,11.2,11.2,0.15
BU05020886,5.1,5.1,5.1,5.1,5.1,7.2,7.2,7.2,7.2,7.2,0.15
BU05020887,4.8,4.8,4.8,4.8,4.8,8.9,8.9,8.9,8.9,8.9,0.15
BU05020888,7.2,7.2,7.2,7.2,7.2,11.9,11.9,11.9,11.9,11.9,0.15
BU05020889,3.7,3.7,3.7,3.7,3.7,1.8,1.8,1.8,1.8,1.8,0.15
BU05020991,7.2,7.2,7.2,7.2,7.2,8.6,8.6,8.6,8.6,8.6,0.15
BU05020992,7.8,7.8,7.8,7.8,7.8,9.6,9.6,9.6,9.6,9.6,0.15
BU05020993,5.8,5.8,5.8,5.8,5.8,3.9,3.9,3.9,3.9,3.9,0.15
BU05020994,29.4,29.4,29.4,29.4,29.4,4.7,4.7,4.7,4.7,4.7,0.15
BU05020995,10,10,10,10,10,11.2,11.2,11.2,11.2,11.2,0.15
BU05020996,32.4,32.4,32.4,32.4,32.4,6.7,6.7,6.7,6.7,6.7,0.15
BU05020997,10.6,10.6,10.6,10.6,10.6,11.1,11.1,11.1,11.1,11.1,0.15
BU05020998,14.3,14.3,14.3,14.3,14.3,12.8,12.8,12.8,12.8,12.8,0.15
BU05031100,57.7,57.7,57.7,57.7,57.7,9.2,9.2,9.2,9.2,9.2,0.15
BU05031101,7.8,7.8,7.8,7.8,7.8,3.1,3.1,3.1,3.1,3.1,0.15
BU05031102,5.3,5.3,5.3,5.3,5.3,2.6,2.6,2.6,2.6,2.6,0.15
BU05031103,4.5,4.5,4.5,4.5,4.5,3.4,3.4,3.4,3.4,3.4,0.15
BU05031104,4.6,4.6,4.6,4.6,4.6,2.2,2.2,2.2,2.2,2.2,0.15
BU05031105,5,5,5,5,5,5.7,5.7,5.7,5.7,5.7,0.15
BU05031106,4.4,4.4,4.4,4.4,4.4,1.2,1.2,1.2,1.2,1.2,0.15
BU05031107,4.1,4.1,4.1,4.1,4.1,1.6,1.6,1.6,1.6,1.6,0.15
BU05031108,4.8,4.8,4.8,4.8,4.8,4.2,4.2,4.2,4.2,4.2,0.15
BU05031109,1.7,1.7,1.7,1.7,1.7,0.4,0.4,0.4,0.4,0.4,0.15
BU05031200,10.5,10.5,10.5,10.5,10.5,5.1,5.1,5.1,5.1,5.1,0.15
BU05031201,6.3,6.3,6.3,6.3,6.3,5.6,5.6,5.6,5.6,5.6,0.15
BU05031202,6.1,6.1,6.1,6.1,6.1,5.7,5.7,5.7,5.7,5.7,0.15
BU05031203,5.9,5.9,5.9,5.9,5.9,3.6,3.6,3.6,3.6,3.6,0.15
BU05031204,5,5,5,5,5,5,5,5,5,5,0.15
BU05031205,4.6,4.6,4.6,4.6,4.6,5.2,5.2,5.2,5.2,5.2,0.15
BU05031206,4.1,4.1,4.1,4.1,4.1,2.5,2.5,2.5,2.5,2.5,0.15
BU05031207,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,0.15
BU05031208,9.7,9.7,9.7,9.7,9.7,1,1,1,1,1,0.15
BU05031300,38.5,38.5,38.5,38.5,38.5,8,8,8,8,8,0.15
BU05031301,6.8,6.8,6.8,6.8,6.8,5.5,5.5,5.5,5.5,5.5,0.15
BU05031302,4.8,4.8,4.8,4.8,4.8,4.6,4.6,4.6,4.6,4.6,0.15
BU05031303,4.8,4.8,4.8,4.8,4.8,6.4,6.4,6.4,6.4,6.4,0.15
BU05031304,4.7,4.7,4.7,4.7,4.7,1.9,1.9,1.9,1.9,1.9,0.15
BU05031305,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,0.15
BU05031306,3.7,3.7,3.7,3.7,3.7,1.1,1.1,1.1,1.1,1.1,0.15
BU05031307,3.9,3.9,3.9,3.9,3.9,3,3,3,3,3,0.15
BU05031400,3.2,3.2,3.2,3.2,3.2,1.7,1.7,1.7,1.7,1.7,0.15
BU05031401,3.4,3.4,3.4,3.4,3.4,1.2,1.2,1.2,1.2,1.2,0.15
BU05031402,5.2,5.2,5.2,5.2,5.2,3.5,3.5,3.5,3.5,3.5,0.15
BU05031403,8.8,8.8,8.8,8.8,8.8,7.2,7.2,7.2,7.2,7.2,0.15
BU05031404,3.2,3.2,3.2,3.2,3.2,1.7,1.7,1.7,1.7,1.7,0.15
BU05031405,5.9,5.9,5.9,5.9,5.9,5.4,5.4,5.4,5.4,5.4,0.15
BU05031407,6.2,6.2,6.2,6.2,6.2,4.2,4.2,4.2,4.2,4.2,0.15
BU05031600,21.7,21.7,21.7,21.7,21.7,18.6,18.6,18.6,18.6,18.6,0.15
BU05031601,19.6,19.6,19.6,19.6,19.6,10.7,10.7,10.8,10.7,10.8,0.15
BU05031602,32.2,32.2,32.2,32.2,32.2,11.4,11.4,11.4,11.4,11.4,0.15
BU05031603,20.5,20.5,20.5,20.5,20.5,9.9,9.9,9.9,9.9,9.9,0.15
BU05031604,0,0,0,0,0,12.6,12.6,12.6,12.6,12.6,0.15
BU05032200,20.1,20.1,20.1,20.1,20.1,12.8,12.8,12.8,12.8,12.8,0.15
BU05032201,5.5,5.5,5.5,5.5,5.5,7.8,7.8,7.8,7.8,7.8,0.15
BU05032202,3,3,3,3,3,1.6,1.6,1.6,1.6,1.6,0.15
BU05032203,4.5,4.5,4.5,4.5,4.5,5.2,5.2,5.2,5.2,5.2,0.15
BU05032204,5.1,5.1,5.1,5.1,5.1,5.3,5.3,5.3,5.3,5.3,0.15
BU05032300,12.1,12.1,12.1,12.1,12.1,2.5,2.5,2.5,2.5,2.5,0.15
BU05032301,6.9,6.9,6.9,6.9,6.9,6.1,6.1,6.1,6.1,6.1,0.15
BU05032302,5.8,5.8,5.8,5.8,5.8,6.2,6.2,6.2,6.2,6.2,0.15
BU05032303,5.5,5.5,5.5,5.5,5.5,4,4,4,4,4,0.15
BU05032304,5.2,5.2,5.2,5.2,5.2,4.7,4.7,4.7,4.7,4.7,0.15
BU05032305,6.3,6.3,6.3,6.3,6.3,3.5,3.5,3.5,3.5,3.5,0.15
BU05032400,1.5,1.5,1.5,1.5,1.5,0.2,0.2,0.2,0.2,0.2,0.15
BU05032401,1.3,1.3,1.3,1.3,1.3,0.3,0.3,0.3,0.3,0.3,0.15
BU05032402,1.7,1.7,1.7,1.7,1.7,0.3,0.3,0.3,0.3,0.3,0.15
BU05032403,1,1,1,1,1,0.1,0.1,0.1,0.1,0.1,0.15
BU05032404,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.5,0.15
BU05032405,2.3,2.3,2.3,2.3,2.3,1.5,1.5,1.5,1.5,1.5,0.15
BU05032406,0.4,0.4,0.4,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.15
BU05032407,5.2,5.2,5.2,5.2,5.2,6.8,6.8,6.8,6.8,6.8,0.15
BU05032408,16.6,16.6,16.6,16.6,16.6,27.2,27.2,27.2,27.2,27.2,0.15
BU05032500,4.1,4.1,4.1,4.1,4.1,0.8,0.8,0.8,0.8,0.8,0.15
BU05032501,2.1,2.1,2.1,2.1,2.1,2,2,2,2,2,0.15
BU05032502,3,3,3,3,3,2.1,2.1,2.1,2.1,2.1,0.15
BU05032503,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.15
BU05032504,1.1,1.1,1.1,1.1,1.1,0.2,0.2,0.2,0.2,0.2,0.15
BU05032505,1.4,1.4,1.4,1.4,1.4,0.4,0.4,0.4,0.4,0.4,0.15
BU05032506,1.9,1.9,1.9,1.9,1.9,1.7,1.7,1.7,1.7,1.7,0.15
BU05032507,4.5,4.5,4.5,4.5,4.5,5.4,5.4,5.4,5.4,5.4,0.15
BU05032508,3.8,3.8,3.8,3.8,3.8,3.6,3.6,3.6,3.6,3.6,0.15
BU05032509,5.8,5.8,5.8,5.8,5.8,8.4,8.4,8.4,8.4,8.4,0.15
BU05032510,28.2,28.2,28.2,28.2,28.2,11.8,11.8,11.8,11.8,11.8,0.15
BU05032600,18.5,18.5,18.5,18.5,18.5,17.5,17.5,17.5,17.5,17.5,0.15
BU05032700,4.5,4.5,4.5,4.5,4.5,3,3,3,3,3,0.15
BU05032702,10.8,10.8,10.8,10.8,10.8,11,11,11,11,11,0.15
BU05032703,17.2,17.2,17.2,17.2,17.2,20.2,20.2,20.2,20.2,20.2,0.15
BU05032704,49.7,49.7,49.7,49.7,49.7,20.4,20.4,20.4,20.4,20.4,0.15
BU05032800,4.8,4.8,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.9,0.15
BU05032801,4,4,4,4,4,1,1,1,1,1,0.15
BU05032802,5.4,5.4,5.4,5.4,5.4,4.8,4.8,4.8,4.8,4.8,0.15
BU05032803,5.1,5.1,5.1,5.1,5.1,3.9,3.9,3.9,3.9,3.9,0.15
BU05032804,32.5,32.5,32.5,32.5,32.5,11,11,11,11,11,0.15
BU05032805,1.5,1.5,1.5,1.5,1.5,0.1,0.1,0.1,0.1,0.1,0.15
BU05032806,4.7,4.7,4.7,4.7,4.7,4,4,4,4,4,0.15
BU05032807,2.2,2.2,2.2,2.2,2.2,0.6,0.6,0.6,0.6,0.6,0.15
BU05032808,18.8,18.8,18.8,18.8,18.8,7.7,7.7,7.7,7.7,7.7,0.15
BU05032809,6.1,6.1,6.1,6.1,6.1,4.7,4.7,4.7,4.7,4.7,0.15
BU05032900,10.2,10.2,10.2,10.2,10.2,7.2,7.2,7.2,7.2,7.2,0.15
BU05032901,30,30,30,30,30,9.1,9.1,9.1,9.1,9.1,0.15
BU05032902,26.2,26.2,26.2,26.2,26.2,19.3,19.3,19.3,19.3,19.3,0.15
BU05050100,4.7,4.7,4.7,4.7,4.7,2.6,2.6,2.6,2.6,2.6,0.15
BU05050101,4.7,4.7,4.7,4.7,4.7,2.6,2.6,2.6,2.6,2.6,0.15
BU05050102,3,3,3,3,3,1.1,1.1,1.1,1.1,1.1,0.15
BU05050103,4.7,4.7,4.7,4.7,4.7,2.9,2.9,2.9,2.9,2.9,0.15
BU05050104,4.9,4.9,4.9,4.9,4.9,2.4,2.4,2.4,2.4,2.4,0.15
BU05050105,4.7,4.7,4.7,4.7,4.7,2.4,2.4,2.4,2.4,2.4,0.15
BU05050106,3.8,3.8,3.8,3.8,3.8,1.6,1.6,1.6,1.6,1.6,0.15
BU05050107,5,5,5,5,5,2.3,2.3,2.3,2.3,2.3,0.15
BU05050108,5.1,5.1,5.1,5.1,5.1,1.9,1.9,1.9,1.9,1.9,0.15
BU05050109,6.7,6.7,6.7,6.7,6.7,3.5,3.5,3.5,3.5,3.5,0.15
BU05050110,4.6,4.6,4.6,4.6,4.6,3,3,3,3,3,0.15
BU05050111,4.2,4.2,4.2,4.2,4.2,2.7,2.7,2.7,2.7,2.7,0.15
BU05050112,6.6,6.6,6.6,6.6,6.6,2.7,2.7,2.7,2.7,2.7,0.15
BU05050113,8.1,8.1,8.1,8.1,8.1,4.7,4.7,4.7,4.7,4.7,0.15
BU05050114,4.3,4.3,4.3,4.3,4.3,3.2,3.2,3.2,3.2,3.2,0.15
BU05050200,3.5,3.5,3.5,3.5,3.5,1.9,1.9,1.9,1.9,1.9,0.15
BU05050201,5,5,5,5,5,2.4,2.4,2.4,2.4,2.4,0.15
BU05050202,6.3,6.3,6.3,6.3,6.3,4,4,4,4,4,0.15
BU05050203,5.2,5.2,5.2,5.2,5.2,3.7,3.7,3.7,3.7,3.7,0.15
BU05050204,7.3,7.3,7.3,7.3,7.3,6.8,6.8,6.8,6.8,6.8,0.15
BU05050205,4.6,4.6,4.6,4.6,4.6,4.2,4.2,4.2,4.2,4.2,0.15
BU05050206,10.4,10.4,10.4,10.4,10.4,8.7,8.7,8.7,8.7,8.7,0.15
BU05050300,8.1,8.1,8.1,8.1,8.1,6.1,6.1,6.1,6.1,6.1,0.15
BU05050301,5.8,5.8,5.8,5.8,5.8,6.8,6.8,6.8,6.8,6.8,0.15
BU05050302,7,7,7,7,7,10.6,10.6,10.6,10.6,10.6,0.15
BU05050303,6.3,6.3,6.3,6.3,6.3,8.8,8.8,8.8,8.8,8.8,0.15
BU05050304,5.1,5.1,5.1,5.1,5.1,6.2,6.2,6.2,6.2,6.2,0.15
